subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015625,33.70765686035156,180.67039489746094,110.95491027832031,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508
-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,25.833364486694336,51.05610275268555,28.884532928466797,36.16111755371094,101.89659881591797,26.72850799560547,177.22073364257812,99.2237319946289,80.62630462646484,37.82480239868164,68.60801696777344,50.746986389160156,84.89327239990234,17.295169830322266
-QVnfQ26qAbPK2NBge_b9gErXDn4CdOYWdc4fILEjjQ,22.110946655273438,42.74123764038086,27.424707412719727,35.65148162841797,89.4739761352539,23.593948364257812,158.33795166015625,94.87220001220703,70.54869842529297,31.470802307128906,58.75323486328125,51.796165466308594,77.15232849121094,15.86899185180664
-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,26.184064865112305,50.905540466308594,28.226011276245117,37.57546615600586,98.26996612548828,26.475168228149414,176.3844451904297,95.80044555664062,79.85946655273438,36.729366302490234,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035
-cVyBck9teEIqY0XFjfj5XuSX-RPHG8mWNFEaP5wDWE,22.312450408935547,43.671913146972656,31.953712463378906,37.76602554321289,106.53643035888672,27.21356201171875,156.61866760253906,103.14043426513672,69.95234680175781,34.373390197753906,59.047359466552734,56.29758071899414,85.88825988769531,17.6932315826416
-c_G-UGrzClrDaGeYF9dAts4LHTS7ucdaBFDpn_sOE0,25.29034996032715,49.6096076965332,29.872098922729492,39.482872009277344,99.97396087646484,26.237478256225586,172.86705017089844,108.0689697265625,78.5002670288086,34.663333892822266,63.547367095947266,58.38501739501953,90.38313293457031,16.210710525512695
-f435rmMBWdNpQenjlVoMqciq2qSKrVkdrcdeBhFadA,22.531204223632812,49.2200927734375,26.900442123413086,35.371822357177734,94.22655487060547,22.571287155151367,166.5394287109375,102.5193099975586,77.68121337890625,33.05937957763672,59.38827133178711,53.33388137817383,82.11270904541016,14.188421249389648
-fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,22.063173294067383,51.9434814453125,29.011816024780273,34.99395751953125,97.81636047363281,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917969,15.613966941833496
-gMnbkDTbXza9PMNAhyVL5xBmz4VZQU_7eNooMMvalk,25.126089096069336,53.44363784790039,27.757808685302734,37.100914001464844,93.89010620117188,25.06172752380371,181.02784729003906,98.17752838134766,84.92781829833984,33.03047561645508,64.01351928710938,53.059268951416016,81.50312042236328,16.282514572143555
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,20.931018829345703,46.20817565917969,29.47761344909668,33.437435150146484,92.39200592041016,24.056921005249023,158.7543487548828,93.67941284179688,74.02307891845703,32.34389877319336,56.48509216308594,54.13359451293945,79.95699310302734,14.579545021057129
-kOx6TND-xhoWgxKctLcShlDXu7NGp1nFzUNlIqDC8E,21.079761505126953,45.45671844482422,23.91275405883789,32.1273078918457,86.20568084716797,22.257389068603516,161.33181762695312,89.7505111694336,72.91248321533203,29.953359603881836,60.03893280029297,49.086647033691406,66.98853302001953,14.919239044189453
-nb6YMhnr5iOO8SbyCamexRSVRxegqztWFmTJZM2X94,22.67784309387207,47.12709045410156,27.806718826293945,34.69304656982422,89.25285339355469,23.21061134338379,163.29432678222656,96.18466186523438,76.039306640625,31.362478256225586,58.375,50.129268646240234,78.24508666992188,15.207329750061035
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,23.362548828125,50.205039978027344,28.219707489013672,38.21259307861328,102.1435546875,25.0490665435791,176.4343719482422,106.52654266357422,81.48880767822266,34.80927276611328,64.53680419921875,52.61399459838867,93.04423522949219,15.801148414611816
-tPcFq0SHXzMQftt6mXFdWmSVqSsNKLg1JAC31A9KO0,22.581920623779297,49.14448165893555,26.117015838623047,34.1313362121582,94.67241668701172,25.70744514465332,166.28201293945312,88.92472076416016,75.43853759765625,35.87290573120117,63.74502182006836,47.27751159667969,80.2665786743164,16.6568603515625
-wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,23.3249568939209,51.56865692138672,30.8909854888916,35.068729400634766,99.2065658569336,26.8172550201416,173.0939178466797,99.77027130126953,78.52146911621094,36.5698127746582,67.3136215209961,51.374263763427734,93.46900177001953,16.450830459594727
-ynFzSsRfz40hlq0nzQI-0iG7wNcnj_WYYSsdOyy5wI,22.33539581298828,47.791080474853516,33.454505920410156,33.374759674072266,102.03099822998047,28.36693000793457,165.9588623046875,98.43745422363281,73.84928894042969,36.496421813964844,64.3826904296875,52.60615921020508,88.61717224121094,16.6865177154541
0-XhQ-_PmaT9DVwpTEiOdhAFo0CD2e5T-32D899sQpw,24.348894119262695,51.80320358276367,30.544797897338867,38.399452209472656,105.03558349609375,27.075109481811523,184.33721923828125,105.42310333251953,81.873046875,38.14337921142578,70.82354736328125,50.47244644165039,98.824951171875,16.8619441986084
04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,25.04073143005371,49.42327117919922,33.88666915893555,39.3195686340332,110.18009185791016,28.808082580566406,174.45474243164062,110.6600341796875,78.51648712158203,38.54051971435547,67.50831604003906,57.37968444824219,99.9557113647461,17.179203033447266
05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,23.413911819458008,52.994178771972656,33.26508712768555,36.32673263549805,112.50951385498047,28.200759887695312,177.66407775878906,104.47759246826172,82.27184295654297,38.182682037353516,67.31904602050781,53.316383361816406,107.3368911743164,17.5904483795166
07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,25.252864837646484,49.73481750488281,29.829132080078125,35.584651947021484,102.67830657958984,27.3344669342041,171.52537536621094,98.98465728759766,77.57263946533203,36.68434524536133,65.53184509277344,50.31557846069336,92.90946960449219,17.122636795043945
0D-8Ft39MufsfV1e8PSPutSzSJ4BYLTcQYupqyYs52c,20.953752517700195,44.99239730834961,27.430883407592773,33.89942932128906,87.34469604492188,23.061843872070312,157.07015991210938,94.67545318603516,69.17514038085938,31.33038902282715,59.022377014160156,53.10393142700195,82.19783020019531,14.711585998535156
0E3196x5V49sGp00GuePdIl0QqWVXyzssZ92z7KBt1M,25.627178192138672,53.030372619628906,32.96906661987305,38.185367584228516,105.31083679199219,29.607797622680664,181.99781799316406,104.66577911376953,79.87020111083984,40.66492462158203,72.4503402709961,54.298492431640625,84.67745208740234,19.195890426635742
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,27.225780487060547,54.95070266723633,32.503780364990234,41.164710998535156,110.59176635742188,30.38478660583496,191.72146606445312,111.42025756835938,89.01629638671875,39.30583572387695,71.49018096923828,56.92919158935547,101.06328582763672,19.441226959228516
0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,27.120737075805664,50.98413848876953,31.837631225585938,43.12046432495117,109.12569427490234,27.075393676757812,177.80682373046875,107.9964370727539,79.79304504394531,38.04731369018555,69.67972564697266,54.86402893066406,105.555908203125,17.8687744140625
0Up4gP44WpK3WbvwdreR2zu-Y9s2ELCBmK14pX_Xy6Y,24.16373634338379,51.40729522705078,34.12886428833008,38.44260787963867,113.47997283935547,27.644990921020508,178.782958984375,103.95304107666016,81.64118194580078,38.9794921875,67.92595672607422,56.374454498291016,96.8787612915039,15.076398849487305
0_Be70jSUDcGB5ClohaaXArKKavaPoKiI0b8OAnJFbA,26.227447509765625,49.678192138671875,26.421892166137695,36.28799819946289,100.0691146850586,24.236106872558594,168.81375122070312,99.21615600585938,77.24885559082031,34.72777557373047,62.67652893066406,50.35700225830078,89.46890258789062,14.806180953979492
0dkJQu5l-VuhdjnK9sLKG4_uoOdje8saucJ-hKNZ6JA,24.82344627380371,47.75637435913086,27.339061737060547,33.40538787841797,95.82797241210938,25.368999481201172,166.7430877685547,95.76907348632812,73.6461410522461,35.52895736694336,64.935302734375,49.1158332824707,84.59892272949219,16.03099250793457
0l9HwamjLJaTR-xGupD3A3QEifjvAZCHHfHJaD_68Mo,24.709760665893555,51.357643127441406,29.036375045776367,39.59628677368164,98.67180633544922,25.274158477783203,178.3273468017578,100.0540771484375,79.91876983642578,36.67642593383789,67.53487396240234,54.44832992553711,89.6758804321289,16.30086898803711
0lIFi-M7wr7XOQFsg7QCmllcLUYOTl7RDKmWT2sH38A,24.859500885009766,48.675071716308594,33.38175582885742,39.021121978759766,108.42538452148438,28.53860855102539,173.67584228515625,102.67672729492188,77.02947998046875,37.50046157836914,68.52118682861328,55.25961685180664,90.942138671875,17.006040573120117
0llUez60571dPHH-iNUKIhyU8RNcRM3u8cJx27lOkkk,22.065481185913086,48.283958435058594,27.866151809692383,36.30577850341797,95.32306671142578,24.341794967651367,169.62521362304688,94.22338104248047,76.8064956665039,33.0548095703125,62.374488830566406,54.52182388305664,72.86249542236328,15.54216194152832
0nUGCGJVMuW97nuWEcXti8w-lDDCvyrOgT7RzfE_C1I,23.03183937072754,48.67331314086914,28.263959884643555,36.24233627319336,101.45004272460938,24.26540756225586,169.77513122558594,106.48950958251953,79.05758666992188,32.736454010009766,61.78771209716797,56.129913330078125,83.8014144897461,15.470462799072266
0qRH3UAnRSlRrPNxpd94zBYVRZViXIJ98JiQOkF9TOY,24.415969848632812,44.67102813720703,34.02150344848633,39.71658706665039,99.6177749633789,27.057537078857422,161.09735107421875,108.14350891113281,70.70780944824219,33.483463287353516,61.80668640136719,60.243343353271484,89.17278289794922,16.63928985595703
0rGJdyxMb1htbhTkMtbdeGGj8aPapDY8PlclNf3Ofy0,22.121170043945312,50.0666618347168,33.132747650146484,37.4149169921875,111.11244201660156,25.94504737854004,163.7317657470703,110.9326400756836,76.93948364257812,35.44302749633789,59.32429122924805,60.00509262084961,97.04959106445312,16.555471420288086
0vRZm0dhtNM4orubmIwUF3jrQIrdfgT7muMh1MTc7JU,27.266386032104492,56.65361022949219,35.027626037597656,40.33827590942383,109.80859375,30.741470336914062,189.37823486328125,107.62317657470703,86.54141998291016,39.981964111328125,71.55625915527344,56.768577575683594,93.29143524169922,19.040958404541016
0wqJ7taytlPRIH9JbcedVeXCM-qNjXS0lJNhCa6uAG8,27.699705123901367,52.027164459228516,38.40901184082031,45.14128494262695,122.55809020996094,32.832359313964844,182.82118225097656,116.69393157958984,80.00447845458984,40.26883316040039,73.177734375,63.713768005371094,114.9693374633789,19.382186889648438
0wvZ5ZeHgraG0oQGr38yR75PmIG9-hXYnUWW0uJqWtE,22.54987144470215,47.887325286865234,33.670108795166016,37.30579376220703,112.3879623413086,27.629066467285156,166.53775024414062,111.89044952392578,74.93448638916016,35.88084411621094,62.13562774658203,61.3396110534668,97.48115539550781,17.1543025970459
0x-RaRStbYT1TxaqugxFubx4wwvvxaS4S4RXnEdxy24,24.179622650146484,48.704078674316406,32.47178268432617,38.33621597290039,104.24854278564453,27.38243293762207,173.38916015625,103.77912139892578,76.13001251220703,36.82064437866211,67.05393981933594,55.03826141357422,95.21810150146484,16.29705238342285
0xWjwj_aCohCfNcyM7YqLJOLuJlGUsbKftfSUjwaHys,22.9685115814209,48.5946159362793,27.303878784179688,32.80721664428711,94.49571228027344,24.6227970123291,167.200439453125,93.83394622802734,75.24613189697266,36.27778625488281,63.726234436035156,48.70832061767578,85.1277084350586,16.350387573242188
0y4e4KTgGq9H2hcWW9tEQ8bvwYYmAbKm8lVWlSg2l2s,24.059551239013672,49.50361251831055,35.29069900512695,37.76854705810547,109.36864471435547,29.327726364135742,170.4271697998047,101.47643280029297,78.8232650756836,38.16144943237305,62.46938705444336,55.69514465332031,90.23186492919922,16.810251235961914
1-Z2ZgpojmGFUzkcCbcse4YJKzOIF6LNchJsfy6laU4,22.286760330200195,44.68696594238281,23.724693298339844,34.742610931396484,82.40026092529297,23.338987350463867,159.8365020751953,91.83966827392578,70.7750015258789,32.898258209228516,59.5645637512207,48.082061767578125,71.39347839355469,15.25199031829834
10YcTVisuXzRDPGPFNYphp0w4emPdwGN6E_AdsLTuPE,25.64766502380371,55.42367172241211,31.982723236083984,36.74077606201172,104.17343139648438,27.831987380981445,189.77679443359375,106.5025405883789,85.92388153076172,38.657840728759766,73.31277465820312,56.839717864990234,94.57283020019531,17.266700744628906
13pX7gY7asIuwkUe84q-h_Y4ih0x3AWA_elpNZmNBKg,20.825942993164062,50.944271087646484,25.262388229370117,31.34707260131836,87.31368255615234,21.579315185546875,168.4728240966797,93.66131591796875,78.33564758300781,32.636287689208984,60.76560592651367,47.09126663208008,67.684814453125,14.78540325164795
141fFgYgNYIebFV2uIE7jmH7kHRAV5NMbFzQz7Her0A,26.472780227661133,49.586021423339844,35.63746643066406,41.1288948059082,116.84011840820312,30.614152908325195,176.36053466796875,119.5794906616211,77.425537109375,39.928096771240234,70.15263366699219,60.51094436645508,112.3038330078125,19.08553123474121
14jpgC_nNGPOffvAQo4KbTLvFLaJKqAloOYHFvSaP14,23.52410125732422,48.19753646850586,32.65481185913086,38.360145568847656,119.11448669433594,27.302064895629883,165.19491577148438,108.58586120605469,74.9403305053711,37.18885040283203,61.90311050415039,60.364925384521484,98.37528991699219,16.44611930847168
16g6TwQ2kASxk7A66mydC1_YTQ2uY_-eDhUVKIRiXgY,23.38972282409668,46.585350036621094,28.34267234802246,34.162750244140625,95.91622161865234,26.1457576751709,170.9291229248047,94.12666320800781,73.35638427734375,35.84999084472656,65.32471466064453,49.33018493652344,85.20823669433594,16.685117721557617
18UYtlOrWXTtl9rdyTZn15jBQQas9SHzofFmCJwC3Xw,22.280521392822266,46.28203582763672,27.914691925048828,35.31764221191406,97.53553009033203,24.12632942199707,160.4709014892578,103.42962646484375,72.2280502319336,35.886383056640625,61.309268951416016,57.113285064697266,84.64244842529297,16.39433479309082
193hZ00YkXnJkiKzfa2uKF-9sbT7ixqG4KWzAPVvtXU,23.98917007446289,50.57263946533203,27.1478271484375,35.62146759033203,92.68321228027344,24.983564376831055,172.1481170654297,96.11089324951172,79.1534423828125,35.51525115966797,63.06185531616211,52.21268844604492,78.90081787109375,16.246912002563477
1BrP3UbGJXblnMCCmaNTIbGGRJ6SqexqQoEqqFU6z_M,27.247798919677734,51.38987350463867,34.776580810546875,42.418312072753906,118.8440933227539,30.502822875976562,179.12974548339844,110.2225112915039,80.22701263427734,38.64426803588867,68.26292419433594,55.177181243896484,110.42811584472656,19.211061477661133
1D-rS4ceivG5o5yI7oRT4XD61IjRxaI_SeFBoqHYems,23.080413818359375,49.127681732177734,28.414459228515625,38.56144332885742,93.39962005615234,24.29977035522461,169.54229736328125,100.67453002929688,77.6395034790039,34.207733154296875,62.634117126464844,54.66332244873047,78.13336944580078,16.740795135498047
1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,24.036474227905273,45.282135009765625,30.14162254333496,40.4699592590332,95.40482330322266,26.022403717041016,161.63357543945312,103.71168518066406,70.59870910644531,33.37874221801758,61.86981201171875,55.196048736572266,86.04528045654297,16.081483840942383
1F0kEDeQXT7IOic6etMSOANMhH7SvKE1o-THF11ugdw,22.806394577026367,47.06086730957031,26.653339385986328,39.459129333496094,94.0296401977539,23.882434844970703,160.21852111816406,97.20577239990234,73.15338134765625,33.059913635253906,58.7928352355957,51.90180587768555,81.38391876220703,14.944025993347168
1FlMko83MyFjTP3omeOx1W4681uhSXnoRR3033NvgIQ,24.05124282836914,50.78951644897461,30.906604766845703,38.797237396240234,99.97151184082031,27.134557723999023,169.6356964111328,103.56049346923828,76.04256439208984,36.901634216308594,66.07701110839844,55.006248474121094,92.45298767089844,17.384052276611328
1KHGLs9WZ5DC5OlRtIIaOS8al8ZWyNHaceOQAoQOY30,22.334836959838867,45.05311584472656,28.736141204833984,30.264734268188477,94.42191314697266,25.891401290893555,159.917236328125,95.7269058227539,69.6521987915039,35.02826690673828,62.820823669433594,52.247257232666016,78.93727111816406,15.767657279968262
1KrwWNhtm7WrMFYURvkl4aTk_3kOdqtVURRKQoYX8XQ,22.599443435668945,48.45741653442383,28.09447479248047,36.506221771240234,92.93629455566406,24.205177307128906,162.80702209472656,97.92972564697266,75.9937744140625,34.409854888916016,59.216365814208984,50.17811965942383,85.15086364746094,14.808453559875488
1O_1SXmeJeAIGAwsimF0FPABBDNeyt-g8sEjnzuFFm8,26.202655792236328,53.11483383178711,32.57013702392578,42.60979461669922,115.73747253417969,28.054298400878906,184.59080505371094,112.29450988769531,82.72940826416016,37.854923248291016,72.39312744140625,53.11470413208008,110.31468200683594,17.950246810913086
1R3W5ez3wY5D5sZtyTt4I65vfyeqoonQf8cItdkUyqw,22.405115127563477,49.420013427734375,25.997360229492188,34.20795822143555,85.48236846923828,23.976383209228516,166.36065673828125,90.94426727294922,76.00768280029297,34.65470886230469,61.491512298583984,45.39373016357422,73.43668365478516,15.293212890625
1TYQwmLcrqpxUdvWkRYWQi3SsbCB9gNLSkZPuGCLzRA,27.460174560546875,52.97970962524414,36.13219451904297,47.16732406616211,120.86772918701172,31.66138458251953,184.72659301757812,119.09381103515625,83.871337890625,40.3421516418457,72.02027130126953,62.363643646240234,120.76826477050781,19.180438995361328
1URL293v7fRtwuqARugrJik3jCDPz73GZIcPzdhd56A,24.33282470703125,46.90985107421875,28.081920623779297,39.076473236083984,97.87828063964844,25.032642364501953,161.39137268066406,105.90386962890625,72.00284576416016,33.4484977722168,62.25896453857422,57.02068328857422,88.85763549804688,15.971505165100098
1WpL1xrpK6-DNwrAp8FakKOzGZLAZmeYw17ZmyaPF8w,23.697784423828125,50.63304138183594,29.955890655517578,39.3833122253418,107.36824798583984,25.92560386657715,176.13047790527344,106.16272735595703,78.77594757080078,38.34498596191406,66.68832397460938,52.06618881225586,100.65030670166016,15.634169578552246
1WwQ2-G5PJORq2Kz-d4p3pBAoPf8qHuIw2GtsE25bEQ,26.062803268432617,53.63874435424805,27.618709564208984,36.30565643310547,93.49794006347656,27.734519958496094,178.2229461669922,89.90689086914062,86.65924835205078,35.98493194580078,64.80560302734375,51.217002868652344,71.64649200439453,17.24164390563965
1dEksCPtmvHdXrxX4eFMK4g6U1mVMc1Jln7Xmw4Mhl4,24.87523651123047,48.223934173583984,30.027856826782227,37.20077896118164,107.89895629882812,27.877208709716797,172.59158325195312,102.68606567382812,77.22728729248047,37.61933135986328,66.902099609375,53.61049270629883,91.6111068725586,17.516719818115234
1eyiZ_Rvz8UaYjXqcnoxSDSIOJNFEtE3wALP1pOVFWo,23.737960815429688,50.494842529296875,27.326318740844727,37.77935028076172,88.88947296142578,24.122299194335938,171.79905700683594,98.19741821289062,79.81324005126953,32.42753601074219,61.87739562988281,52.50125503540039,78.02482604980469,15.426907539367676
1h1YOTgYdWkDBeOowQ-UOSkvmV6JjhMOMvP8xNGMg9k,23.808361053466797,49.97663879394531,33.735572814941406,38.654205322265625,103.03874969482422,28.59172821044922,174.76226806640625,103.56795501708984,75.91814422607422,37.403846740722656,68.81855773925781,55.68854522705078,89.61148071289062,16.839738845825195
1hW_MCqKCiuyI_RdcwYn7k0pFVsCyG5epVA4Lv-4jGU,22.58608627319336,46.094486236572266,27.437929153442383,37.16923522949219,89.19153594970703,23.316377639770508,162.3371124267578,96.8127670288086,75.9902572631836,31.261754989624023,57.73405456542969,52.78351593017578,80.69123077392578,15.435639381408691
1iNLc9Y7A66Ulg98SZyMiKgeyOdmugfXlmXEYSMa7iI,23.376476287841797,48.279747009277344,28.5120849609375,38.868289947509766,93.47380828857422,24.312530517578125,170.36068725585938,107.29231262207031,79.1264877319336,33.268863677978516,61.88245391845703,56.847129821777344,84.08770751953125,14.933624267578125
1jLl8NjQyHVM95IHGnTZBxoQ4OX-3fbF06vMmE6Ynr8,23.905208587646484,51.76201248168945,26.96968650817871,36.468910217285156,94.75981903076172,24.952157974243164,177.93508911132812,95.64967346191406,81.2579345703125,37.98137664794922,69.37242126464844,48.73292541503906,85.09166717529297,15.746603012084961
1nSApcOD6a09iy7U6DOEzyGvDHe9c6-z2lrg56PkEww,25.07793426513672,49.539588928222656,28.833126068115234,34.4145393371582,96.72265625,25.293790817260742,172.59640502929688,94.35323333740234,77.63107299804688,36.30324935913086,65.43775939941406,50.41643524169922,81.01721954345703,16.96176528930664
1obtJV-1XLXVJLmVLYfge5Q3Tj6KBWRz5lCerwj7hqQ,28.648866653442383,55.44279861450195,43.57382583618164,46.843475341796875,149.62538146972656,33.79820251464844,188.62998962402344,149.68731689453125,84.954345703125,42.8775520324707,76.61418914794922,77.5657958984375,148.1142578125,19.574037551879883
1r-5y6wiubbNTNDOhH0ypmCfrIdg_mJnMzR69G2i6no,22.07048225402832,51.62034606933594,24.219308853149414,31.686996459960938,85.02081298828125,22.972505569458008,169.2164306640625,90.55326080322266,80.34208679199219,33.643856048583984,59.02701950073242,43.96139907836914,75.51879119873047,15.773797035217285
1vpJCFKSupem5PPO9F-bvDjy5iKLyHyuryg5RDYyus0,23.38196563720703,48.63140106201172,29.320960998535156,34.152713775634766,104.44013214111328,26.774526596069336,171.53518676757812,101.30903625488281,76.78570556640625,36.51095199584961,65.63806915283203,51.06829071044922,95.42615509033203,16.337650299072266
1w7nIkCw-64YGiwLF-t2TG5W0gw4m_--U4AGmk8epi0,26.351953506469727,49.982460021972656,31.8552188873291,39.7554817199707,106.46698760986328,28.062824249267578,180.68975830078125,102.87213134765625,77.23497772216797,37.569786071777344,70.4169692993164,56.06754684448242,93.48493957519531,18.466920852661133
1wP6j4QiFLHGuLAm_s4df3xbuRn7c6TAX_N415huzDg,23.93388557434082,50.77123260498047,28.30501365661621,38.64670944213867,102.96220397949219,25.558032989501953,175.88548278808594,104.43807983398438,81.93487548828125,35.13468933105469,64.6199722290039,54.56203079223633,95.1157455444336,16.417987823486328
1wnLRnKeD8J_SZqoNj8SaPzM4QHxSYwdhIuPtXyMFfw,24.912601470947266,51.212120056152344,34.26433181762695,38.7002067565918,107.3228759765625,29.12591552734375,177.430908203125,105.86248016357422,79.0982437133789,38.83955383300781,68.93282318115234,57.79862976074219,93.08509826660156,16.952896118164062
1xb1HyZlruyHo-LV5i4yYBt8JImpxS8qkXIsG6Pabqk,26.634342193603516,48.38962173461914,32.430057525634766,38.696372985839844,99.82012176513672,27.94725799560547,169.94754028320312,98.57194519042969,75.80091094970703,37.012733459472656,66.16728210449219,54.981773376464844,86.49824523925781,17.502479553222656
1zV_8OcOolQ2Lfl_SQut9J1viE38kW9FW8Qz7ztlxIs,25.473865509033203,50.48626708984375,38.89904022216797,40.701026916503906,136.61700439453125,30.421648025512695,176.60464477539062,115.7269058227539,78.41819763183594,41.72389221191406,70.05892944335938,58.53284454345703,126.69525146484375,18.206382751464844
21AnYyb6w6M1hNj42r0F4nk03t7St_L-JH76UZna6KU,27.546329498291016,52.87029266357422,36.203094482421875,41.88444519042969,107.4844970703125,31.458221435546875,186.10397338867188,110.3258285522461,83.43458557128906,38.80073165893555,73.81745147705078,59.85936737060547,94.96342468261719,19.652027130126953
22ECz4XgvzzUy8vVo-peN9oEhJiOqZo3QwBBuIpNyqU,22.289875030517578,48.272071838378906,30.70331573486328,36.63473129272461,102.28885650634766,26.0811824798584,163.58584594726562,100.28044128417969,74.82734680175781,33.06485366821289,60.205379486083984,57.34062194824219,86.05390167236328,16.440460205078125
234g5fOQ1rGjBgBcFi4YI0yuZ5fjLfHmqsYCWs31amk,25.571487426757812,51.922672271728516,28.76565170288086,37.1022834777832,94.10941314697266,25.84296417236328,178.40377807617188,95.71073913574219,79.59709930419922,36.66702651977539,68.09100341796875,49.71983337402344,77.23513793945312,16.73000144958496
25wYmWQMyMINDvTLdFBqo7DqImxYNxxYGoTBhGM2sIQ,24.7232608795166,48.98234558105469,31.48506736755371,35.18566131591797,99.3706283569336,26.130590438842773,173.30108642578125,99.94602966308594,76.74633026123047,35.72866439819336,68.3309097290039,53.73415756225586,87.77257537841797,16.34784507751465
